timestamp,Susceptible,Diagnosed,Infected,Ailing,Recognized,Healed,Threatened,Extinct
57.0,0.15365875028592038,0.04999313043537941,0.014435332210832085,0.0074195204348030735,0.3290225134779343,0.30097259443604873,0.13077899154467626,0.013719183841068641
58.0,0.1513960744480202,0.044750691402323975,0.012294794641966946,0.006315177448168562,0.3231267311380163,0.31096497111452737,0.1360977307647208,0.015053845708918734
59.0,0.14942176883610517,0.03996683717849208,0.01051493435599485,0.005375315851870438,0.31650616865963904,0.32068425706205117,0.14109067733042194,0.016440057392088234
60.0,0.14768693754415382,0.03562682591908263,0.009035043731910941,0.004578641371465284,0.3093035490597106,0.33014291682871294,0.1457515644182173,0.01787453779340943
60.45388223020017,0.14696747512128652,0.03379944632114305,0.008446684648717305,0.004261089779911383,0.3058747711896777,0.33435323646431264,0.14775665955775136,0.018540653583862896
60.45388223020017,0.14696747512128652,0.03379944632114305,0.008446684648717305,0.004261089779911383,0.3058747711896777,0.33435323646431264,0.14775665955775136,0.018540653583862896
61.0,0.1461516811531749,0.031714518346217094,0.007798977466160115,0.003912314878376083,0.30163817248350294,0.33935270532148587,0.1500776814790789,0.019353965538666987
62.0,0.14478419468647963,0.028200571080712,0.006766647720105092,0.003353860012296172,0.29362578208543494,0.34832475697487136,0.1540692181011514,0.02087498600561226
63.0,0.14355879726228515,0.02505276356828602,0.0059055946922195205,0.002883947536364695,0.2853662318584249,0.3570694291352729,0.15772900319155553,0.022434249422254124
64.0,0.14245364852621376,0.022242032085596615,0.005185792041149473,0.0024888297560263207,0.2769432554890936,0.36559629510214026,0.16106169806548865,0.024028465600954188
64.47573300095651,0.14196470566361102,0.021015497434698566,0.00488492831145991,0.0023243092027103794,0.2728992837766128,0.3695789285896816,0.16253414472807315,0.02479821895981539
64.47573300095651,0.14196470566361102,0.021015497434698566,0.00488492831145991,0.0023243092027103794,0.2728992837766128,0.3695789285896816,0.16253414472807315,0.02479821895981539
65.0,0.14145056793407185,0.019741648233176538,0.004580322776337375,0.0021587596953567567,0.26842646848652535,0.3739141701551815,0.16407367156025854,0.025654407825754923
66.0,0.14053510964607172,0.017522010764289633,0.004069695346454438,0.001882343464158422,0.25987790178283054,0.3820312178380268,0.16677283225636452,0.02730890556846679
67.0,0.1396957217788313,0.015553949517002086,0.003638957247442514,0.0016497240416787123,0.2513494723406905,0.3899549281649677,0.1691684020875847,0.02898886148846532
68.0,0.13892234784225987,0.013811633397346404,0.003274322668946267,0.0014534410217513737,0.24288452377391412,0.3976922258881004,0.1712702339222159,0.03069128815212854
68.88858630408824,0.1382835114822759,0.012434535814754155,0.0029955566423762172,0.001305148119684958,0.23544463332581245,0.4044162287349255,0.17289983202909978,0.03222057051773388
68.88858630408824,0.1382835114822759,0.012434535814754155,0.0029955566423762172,0.001305148119684958,0.23544463332581245,0.4044162287349255,0.17289983202909978,0.03222057051773388
69.0,0.13820634048057234,0.012272465199346425,0.0029631782735514076,0.0012881351960312311,0.23451834848630004,0.40524948585788695,0.17308875293151801,0.032413310241456446
70.0,0.13754064287753415,0.010914879934630438,0.0026956904149283544,0.0011488171714586072,0.22628029716301926,0.41263259512973094,0.17463493862433688,0.03415215535102423
71.0,0.13691981201875644,0.009717697284619714,0.0024654066202442772,0.0010305296109809573,0.2181941194407404,0.41984695490417767,0.17592034850635294,0.03590514828079047
72.0,0.13633908486088767,0.008662345807456171,0.002266407006308831,0.0009295752615893982,0.21027865579142793,0.426897586783873,0.17695662683151248,0.03766973432360734
73.0,0.13579422267674357,0.007732517263427993,0.0020932192851065103,0.0008430774551697049,0.20254894263791565,0.4337891887682221,0.17775536659021696,0.03944348198986038
73.5480532053226,0.13550946375875791,0.007271016973065783,0.002007424179889013,0.0008010304179402871,0.19839564726878423,0.437500280884116,0.17809651335812415,0.040418639825985446
73.5480532053226,0.13550946375875791,0.007271016973065783,0.002007424179889013,0.0008010304179402871,0.19839564726878423,0.437500280884116,0.17809651335812415,0.040418639825985446
74.0,0.13528152283879363,0.006914030031455969,0.0019409000852746766,0.0007689021438720251,0.19501632953230408,0.44052614087742603,0.17832810940666166,0.041224081750874775
75.0,0.13479804136680149,0.00619343937828915,0.001806151093106011,0.0007048650453863023,0.1876892304319206,0.4471125251021838,0.1786864330686209,0.04300933118035456
76.0,0.1343413925906252,0.005558759459889362,0.0016866410014984405,0.0006491630666091495,0.18057291660137628,0.4535521270481391,0.17884187705332202,0.044797139845203345
77.0,0.13390939097748558,0.004999451634165302,0.0015801348156087023,0.0006003849206251727,0.17367089874807806,0.4598485491008235,0.1788056743134152,0.04658553215646132
